time,product,region,count
2021-01-07 19:10:14,110,N,1
2021-01-07 19:44:56,110,N,0
2021-01-07 20:50:47,110,N,3
2021-01-07 21:12:21,110,N,2
2021-01-07 21:17:37,110,N,2
2021-01-08 00:02:37,110,N,2
2021-01-08 03:38:28,110,N,2
2021-01-08 04:13:52,110,N,1
2021-01-08 04:41:51,110,N,3
2021-01-08 04:49:13,110,N,1
2021-01-08 07:38:09,110,N,2
2021-01-08 10:17:37,110,N,1
2021-01-08 10:26:33,110,N,0
2021-01-08 10:36:36,110,N,2
2021-01-08 10:51:41,110,N,3
2021-01-08 12:10:50,110,N,2
2021-01-08 12:55:15,110,N,1
2021-01-08 17:29:21,110,N,1
2021-01-08 18:17:02,110,N,0
2021-01-08 20:33:36,110,N,3
2021-01-08 22:23:34,110,N,2
2021-01-09 01:15:40,110,N,0
2021-01-09 04:16:21,110,N,1
2021-01-09 07:58:06,110,N,2
2021-01-09 08:58:17,110,N,1
2021-01-09 10:20:46,110,N,1
2021-01-09 12:43:04,110,N,0
2021-01-09 12:51:02,110,N,0
2021-01-09 22:54:16,110,N,2
2021-01-10 04:43:31,110,N,2
2021-01-10 10:11:39,110,N,0
2021-01-10 13:47:29,110,N,0
2021-01-10 16:04:01,110,N,0
2021-01-10 20:18:34,110,N,0
2021-01-10 22:22:33,110,N,1
2021-01-11 06:05:28,110,N,2
2021-01-11 08:32:48,110,N,0
2021-01-11 11:09:40,110,N,1
2021-01-11 14:13:42,110,N,1
2021-01-11 20:33:59,110,N,4
2021-01-11 21:45:38,110,N,0
2021-01-11 21:51:43,110,N,0
2021-01-11 23:08:05,110,N,2
2021-01-12 00:13:48,110,N,1
2021-01-12 17:16:12,110,N,0
2021-01-12 18:50:45,110,N,0
2021-01-12 21:02:14,110,N,0
2021-01-12 23:08:11,110,N,0
2021-01-13 00:12:21,110,N,1
2021-01-13 04:00:58,110,N,2
2021-01-13 05:37:20,110,N,1
2021-01-13 08:25:35,110,N,1
2021-01-13 09:52:02,110,N,1
2021-01-13 11:09:47,110,N,0
2021-01-13 11:22:56,110,N,1
2021-01-13 12:58:28,110,N,0
2021-01-13 15:01:43,110,N,0
2021-01-13 19:18:46,110,N,0
2021-01-14 02:00:07,110,N,0
2021-01-14 02:24:07,110,N,1
2021-01-14 03:10:53,110,N,0
2021-01-14 07:16:15,110,N,0
2021-01-14 08:54:40,110,N,1
2021-01-14 11:27:18,110,N,1
2021-01-14 14:09:29,110,N,2
2021-01-14 20:51:59,110,N,0
2021-01-14 22:03:54,110,N,2
2021-01-14 23:31:03,110,N,0
2021-01-14 23:51:26,110,N,1
2021-01-15 02:00:18,110,N,2
2021-01-15 05:15:13,110,N,0
2021-01-15 08:00:18,110,N,1
2021-01-15 10:54:08,110,N,1
2021-01-15 11:17:36,110,N,1
2021-01-15 11:59:07,110,N,0
2021-01-15 13:03:47,110,N,0
2021-01-15 17:32:11,110,N,2
2021-01-15 18:05:41,110,N,1
2021-01-15 18:31:51,110,N,1
2021-01-15 19:09:42,110,N,2
2021-01-15 20:59:21,110,N,0
2021-01-15 22:10:47,110,N,0
2021-01-15 22:40:20,110,N,0
2021-01-15 23:07:00,110,N,1
2021-01-16 00:22:53,110,N,0
2021-01-16 00:52:55,110,N,0
2021-01-16 08:23:52,110,N,4
2021-01-16 08:48:32,110,N,0
2021-01-16 09:30:50,110,N,3
2021-01-16 12:29:28,110,N,1
2021-01-16 15:39:23,110,N,2
2021-01-17 01:58:31,110,N,2
2021-01-17 07:52:14,110,N,0
2021-01-17 11:53:28,110,N,1
2021-01-17 14:10:20,110,N,0
2021-01-17 16:47:59,110,N,2
2021-01-17 20:13:15,110,N,0
2021-01-17 21:52:39,110,N,0
2021-01-17 21:53:35,110,N,0
2021-01-17 23:39:37,110,N,1
2021-01-18 06:32:57,110,N,0
2021-01-18 06:42:47,110,N,2
2021-01-18 11:38:21,110,N,0
2021-01-18 20:50:24,110,N,1
2021-01-18 22:13:05,110,N,0
2021-01-19 05:29:52,110,N,0
2021-01-19 06:18:59,110,N,1
2021-01-19 08:39:35,110,N,2
2021-01-19 11:44:46,110,N,0
2021-01-19 14:12:42,110,N,0
2021-01-19 18:02:16,110,N,2
2021-01-19 21:25:17,110,N,0
2021-01-19 21:29:35,110,N,2
2021-01-19 23:04:24,110,N,1
2021-01-20 00:48:44,110,N,0
2021-01-20 01:11:59,110,N,2
2021-01-20 02:34:13,110,N,1
2021-01-20 02:43:08,110,N,1
2021-01-20 03:54:02,110,N,0
2021-01-20 07:57:01,110,N,1
2021-01-20 09:52:52,110,N,1
2021-01-20 12:06:40,110,N,3
2021-01-20 12:30:03,110,N,1
2021-01-20 13:51:37,110,N,1
2021-01-20 18:02:54,110,N,1
2021-01-21 03:58:13,110,N,1
2021-01-21 04:37:02,110,N,0
2021-01-21 06:41:21,110,N,0
2021-01-21 07:12:01,110,N,0
2021-01-21 10:52:22,110,N,2
2021-01-21 12:13:55,110,N,1
2021-01-21 15:55:59,110,N,1
2021-01-21 19:10:00,110,N,2
2021-01-21 19:42:26,110,N,4
2021-01-22 02:03:19,110,N,3
2021-01-22 03:36:16,110,N,1
2021-01-22 08:37:55,110,N,0
2021-01-22 09:14:46,110,N,1
2021-01-22 09:39:38,110,N,1
2021-01-22 11:19:04,110,N,2
2021-01-22 13:37:12,110,N,0
2021-01-22 15:02:57,110,N,0
2021-01-22 23:28:23,110,N,0
2021-01-22 23:31:03,110,N,2
2021-01-23 11:02:49,110,N,3
2021-01-23 11:55:01,110,N,3
2021-01-23 12:21:21,110,N,0
2021-01-23 18:31:10,110,N,0
2021-01-23 19:02:16,110,N,3
2021-01-23 23:07:56,110,N,1
2021-01-24 00:49:50,110,N,1
2021-01-24 07:01:35,110,N,1
2021-01-24 07:53:09,110,N,2
2021-01-24 19:25:47,110,N,1
2021-01-24 19:28:07,110,N,2
2021-01-24 20:08:16,110,N,0
2021-01-24 23:54:47,110,N,0
2021-01-25 07:45:59,110,N,0
2021-01-25 09:13:39,110,N,0
2021-01-25 10:32:13,110,N,3
2021-01-25 13:25:40,110,N,0
2021-01-25 14:23:50,110,N,0
2021-01-25 16:06:46,110,N,2
2021-01-25 22:04:24,110,N,1
2021-01-26 00:40:03,110,N,1
2021-01-26 01:25:52,110,N,0
2021-01-26 04:09:10,110,N,2
2021-01-26 10:06:11,110,N,0
2021-01-26 14:25:41,110,N,0
2021-01-26 17:36:12,110,N,2
2021-01-26 21:57:41,110,N,0
2021-01-27 06:42:22,110,N,1
2021-01-27 08:01:15,110,N,1
2021-01-27 11:30:30,110,N,2
2021-01-27 11:35:45,110,N,0
2021-01-27 14:41:28,110,N,2
2021-01-27 19:13:39,110,N,0
2021-01-28 00:53:53,110,N,3
2021-01-28 05:35:19,110,N,1
2021-01-28 07:57:17,110,N,0
2021-01-28 16:21:04,110,N,2
2021-01-29 02:42:33,110,N,0
2021-01-29 03:18:02,110,N,0
2021-01-29 05:19:50,110,N,0
2021-01-29 06:05:41,110,N,1
2021-01-29 06:14:28,110,N,2
2021-01-29 10:55:17,110,N,0
2021-01-29 10:57:04,110,N,1
2021-01-29 12:24:06,110,N,0
2021-01-29 16:55:24,110,N,3
2021-01-29 16:58:53,110,N,3
2021-01-29 18:18:00,110,N,0
2021-01-29 22:27:04,110,N,0
2021-01-29 22:39:14,110,N,3
2021-01-30 09:19:03,110,N,1
2021-01-30 10:10:17,110,N,0
2021-01-30 12:31:49,110,N,2
2021-01-30 12:43:48,110,N,0
2021-01-30 16:16:43,110,N,1
2021-01-30 18:05:17,110,N,1
2021-01-30 19:06:45,110,N,1
2021-01-30 23:55:15,110,N,0
2021-01-31 00:39:44,110,N,0
2021-01-31 01:42:49,110,N,0
2021-01-31 02:15:58,110,N,0
2021-01-31 03:18:58,110,N,0
2021-01-31 03:35:39,110,N,1
2021-01-31 06:20:17,110,N,0
2021-01-31 07:30:53,110,N,0
2021-01-31 08:30:12,110,N,2
2021-01-31 10:36:56,110,N,2
2021-01-31 11:11:43,110,N,1
2021-01-31 11:25:41,110,N,2
2021-01-31 12:40:57,110,N,0
2021-01-31 12:59:36,110,N,1
2021-01-31 16:46:46,110,N,1
2021-01-31 19:24:02,110,N,0
2021-01-31 23:31:30,110,N,1
2021-02-01 03:37:28,110,N,0
2021-02-01 09:37:58,110,N,0
2021-02-01 09:41:28,110,N,1
2021-02-01 12:14:43,110,N,0
2021-02-01 12:48:07,110,N,2
2021-02-01 13:47:34,110,N,2
2021-02-01 15:34:28,110,N,1
2021-02-01 17:03:08,110,N,1
2021-02-01 18:46:57,110,N,0
2021-02-01 23:01:08,110,N,1
2021-02-02 01:27:30,110,N,1
2021-02-02 01:43:18,110,N,0
2021-02-02 01:45:22,110,N,0
2021-02-02 02:40:45,110,N,0
2021-02-02 08:46:41,110,N,0
2021-02-02 08:55:17,110,N,1
2021-02-02 09:36:47,110,N,2
2021-02-02 11:52:06,110,N,0
2021-02-02 15:27:44,110,N,0
2021-02-02 20:31:36,110,N,2
2021-02-02 22:36:21,110,N,2
2021-02-03 01:48:43,110,N,1
2021-02-03 04:04:09,110,N,0
2021-02-03 04:39:49,110,N,1
2021-02-03 04:51:57,110,N,0
2021-02-03 06:27:53,110,N,1
2021-02-03 07:45:02,110,N,2
2021-02-03 08:09:13,110,N,1
2021-02-03 09:16:53,110,N,0
2021-02-03 10:47:08,110,N,0
2021-02-03 11:29:00,110,N,0
2021-02-03 12:29:30,110,N,0
2021-02-03 12:55:19,110,N,0
2021-02-03 16:26:53,110,N,0
2021-02-03 20:50:49,110,N,2
2021-02-04 00:45:24,110,N,1
2021-02-04 02:35:54,110,N,1
2021-02-04 04:26:53,110,N,1
2021-02-04 06:47:07,110,N,0
2021-02-04 09:17:56,110,N,1
2021-02-04 10:01:30,110,N,2
2021-02-04 14:18:30,110,N,1
2021-02-04 14:58:10,110,N,0
2021-02-04 16:58:52,110,N,1
2021-02-04 17:42:57,110,N,1
2021-02-04 18:38:49,110,N,0
2021-02-04 20:06:39,110,N,1
2021-02-05 03:03:50,110,N,1
2021-02-05 04:11:06,110,N,2
2021-02-05 04:36:25,110,N,1
2021-02-05 06:56:46,110,N,2
2021-02-05 06:58:25,110,N,1
2021-02-05 08:33:16,110,N,0
2021-02-05 10:54:28,110,N,1
2021-02-05 12:20:58,110,N,1
2021-02-05 15:57:38,110,N,1
2021-02-05 17:57:09,110,N,0
2021-02-06 04:58:31,110,N,1
2021-02-06 05:31:08,110,N,0
2021-02-06 07:16:17,110,N,3
2021-02-06 08:36:49,110,N,0
2021-02-06 09:39:47,110,N,0
2021-02-06 09:54:08,110,N,2
2021-02-06 12:05:55,110,N,2
2021-02-06 15:18:31,110,N,0
2021-02-06 21:36:24,110,N,2
2021-02-06 21:38:12,110,N,2
2021-02-06 23:33:45,110,N,3
2021-02-06 23:44:34,110,N,1
2021-02-07 02:08:12,110,N,1
2021-02-07 02:35:19,110,N,0
2021-02-07 04:21:16,110,N,0
2021-02-07 04:27:32,110,N,0
2021-02-07 06:05:04,110,N,1
2021-02-07 06:06:06,110,N,0
2021-02-07 10:55:57,110,N,0
2021-02-07 12:04:48,110,N,1
2021-02-07 17:18:17,110,N,0
2021-02-07 17:40:38,110,N,2
2021-02-07 17:53:24,110,N,1
2021-02-07 18:36:49,110,N,0
2021-02-07 21:50:28,110,N,2
2021-02-07 22:14:15,110,N,2
2021-02-07 22:48:38,110,N,1
2021-02-08 01:18:20,110,N,1
2021-02-08 02:56:27,110,N,0
2021-02-08 03:48:58,110,N,1
2021-02-08 04:25:15,110,N,1
2021-02-08 06:39:12,110,N,0
2021-02-08 07:03:55,110,N,1
2021-02-08 07:53:05,110,N,1
2021-02-08 09:15:22,110,N,0
2021-02-08 10:44:01,110,N,1
2021-02-08 10:46:23,110,N,0
2021-02-08 12:41:59,110,N,3
2021-02-08 15:21:40,110,N,0
2021-02-08 16:07:02,110,N,1
2021-02-08 18:57:23,110,N,0
2021-02-08 20:11:22,110,N,1
2021-02-08 22:13:21,110,N,1
2021-02-09 01:59:44,110,N,1
2021-02-09 04:29:48,110,N,0
2021-02-09 05:55:27,110,N,2
2021-02-09 14:02:34,110,N,0
2021-02-09 14:13:06,110,N,1
2021-02-09 22:45:35,110,N,1
2021-02-10 01:13:20,110,N,1
2021-02-10 01:39:11,110,N,0
2021-02-10 04:15:54,110,N,2
2021-02-10 05:03:37,110,N,1
2021-02-10 07:25:31,110,N,0
2021-02-10 07:33:15,110,N,1
2021-02-10 11:01:54,110,N,3
2021-02-10 15:13:11,110,N,1
2021-02-10 16:06:55,110,N,1
2021-02-10 17:31:39,110,N,3
2021-02-10 18:56:46,110,N,1
2021-02-10 21:03:10,110,N,0
2021-02-10 23:50:47,110,N,0
2021-02-11 01:26:10,110,N,0
2021-02-11 02:14:09,110,N,2
2021-02-11 02:45:39,110,N,0
2021-02-11 03:40:08,110,N,0
2021-02-11 07:15:11,110,N,0
2021-02-11 08:26:15,110,N,4
2021-02-11 09:16:46,110,N,1
2021-02-11 11:22:44,110,N,0
2021-02-11 11:36:45,110,N,0
2021-02-11 12:22:05,110,N,0
2021-02-11 17:09:00,110,N,1
2021-02-11 20:19:40,110,N,0
2021-02-11 20:25:05,110,N,1
2021-02-11 20:30:19,110,N,0
2021-02-11 22:48:43,110,N,0
2021-02-11 23:41:03,110,N,0
2021-02-11 23:56:31,110,N,0
2021-02-12 05:31:08,110,N,0
2021-02-12 07:27:03,110,N,0
2021-02-12 10:09:47,110,N,1
2021-02-12 11:28:20,110,N,2
2021-02-12 12:12:59,110,N,0
2021-02-12 15:07:50,110,N,1
2021-02-12 15:10:00,110,N,1
2021-02-12 17:22:44,110,N,0
2021-02-12 21:08:40,110,N,1
2021-02-12 22:34:09,110,N,0
2021-02-13 00:49:14,110,N,3
2021-02-13 03:07:57,110,N,1
2021-02-13 03:12:33,110,N,0
2021-02-13 04:57:51,110,N,0
2021-02-13 08:31:00,110,N,3
2021-02-13 09:04:00,110,N,0
2021-02-13 12:12:02,110,N,0
2021-02-13 13:36:05,110,N,2
2021-02-13 15:01:20,110,N,2
2021-02-13 15:45:56,110,N,0
2021-02-13 22:35:24,110,N,2
2021-02-13 23:56:13,110,N,1
2021-02-14 00:15:36,110,N,1
2021-02-14 02:23:31,110,N,3
2021-02-14 02:58:38,110,N,1
2021-02-14 09:42:36,110,N,0
2021-02-14 10:21:14,110,N,1
2021-02-14 10:52:57,110,N,1
2021-02-14 11:41:53,110,N,0
2021-02-14 13:33:17,110,N,1
2021-02-14 17:07:56,110,N,1
2021-02-14 17:20:46,110,N,2
2021-02-14 20:46:09,110,N,0
2021-02-15 00:26:14,110,N,3
2021-02-15 02:02:07,110,N,2
2021-02-15 03:19:19,110,N,0
2021-02-15 10:05:19,110,N,1
2021-02-15 11:37:48,110,N,1
2021-02-15 12:18:26,110,N,0
2021-02-15 15:09:31,110,N,1
2021-02-15 17:12:44,110,N,0
2021-02-15 22:54:20,110,N,1
2021-02-15 23:30:50,110,N,1
2021-02-16 02:06:14,110,N,2
2021-02-16 02:44:57,110,N,0
2021-02-16 03:23:36,110,N,1
2021-02-16 07:47:42,110,N,1
2021-02-16 11:28:02,110,N,0
2021-02-17 00:10:20,110,N,3
2021-02-17 00:55:56,110,N,1
2021-02-17 01:52:03,110,N,1
2021-02-17 01:53:30,110,N,1
2021-02-17 08:03:20,110,N,0
2021-02-17 10:54:18,110,N,0
2021-02-17 11:52:07,110,N,1
2021-02-17 13:34:43,110,N,0
2021-02-17 18:18:21,110,N,1
2021-02-17 19:15:01,110,N,0
2021-02-17 21:39:25,110,N,0
2021-02-18 00:08:27,110,N,3
2021-02-18 02:23:59,110,N,2
2021-02-18 03:46:56,110,N,0
2021-02-18 10:00:21,110,N,2
2021-02-18 11:48:11,110,N,1
2021-02-18 12:55:59,110,N,1
2021-02-18 14:14:40,110,N,1
2021-02-18 17:22:50,110,N,1
2021-02-19 02:28:24,110,N,0
2021-02-19 14:40:42,110,N,0
2021-02-19 16:08:06,110,N,0
2021-02-19 16:49:35,110,N,0
2021-02-20 01:13:38,110,N,2
2021-02-20 01:15:04,110,N,2
2021-02-20 08:53:23,110,N,0
2021-02-20 10:04:59,110,N,2
2021-02-20 13:29:46,110,N,4
2021-02-20 15:08:31,110,N,0
2021-02-20 15:22:57,110,N,0
2021-02-20 19:08:25,110,N,0
2021-02-20 20:21:14,110,N,2
2021-02-20 21:59:57,110,N,1
2021-02-21 01:02:39,110,N,1
2021-02-21 02:16:56,110,N,1
2021-02-21 02:33:15,110,N,2
2021-02-21 03:51:12,110,N,0
2021-02-21 04:06:17,110,N,1
2021-02-21 05:36:32,110,N,1
2021-02-21 06:10:59,110,N,1
2021-02-21 07:05:03,110,N,1
2021-02-21 07:24:37,110,N,1
2021-02-21 08:48:52,110,N,2
2021-02-21 09:41:51,110,N,0
2021-02-21 09:54:19,110,N,0
2021-02-21 10:30:14,110,N,2
2021-02-21 10:42:52,110,N,1
2021-02-21 19:11:44,110,N,0
2021-02-21 19:16:49,110,N,2
2021-02-21 21:05:37,110,N,0
2021-02-22 02:16:25,110,N,0
2021-02-22 12:02:09,110,N,2
2021-02-22 12:46:40,110,N,0
2021-02-22 14:32:10,110,N,0
2021-02-22 15:27:20,110,N,2
2021-02-22 21:14:07,110,N,2
2021-02-22 23:51:15,110,N,1
2021-02-23 01:02:38,110,N,1
2021-02-23 03:10:36,110,N,0
2021-02-23 06:03:05,110,N,2
2021-02-23 06:25:15,110,N,1
2021-02-23 11:07:27,110,N,0
2021-02-23 13:18:17,110,N,0
2021-02-23 13:40:37,110,N,1
2021-02-23 17:44:30,110,N,2
2021-02-23 18:17:58,110,N,1
2021-02-23 18:55:19,110,N,2
2021-02-23 21:47:56,110,N,0
2021-02-23 21:54:39,110,N,3
2021-02-24 00:29:29,110,N,1
2021-02-24 01:52:10,110,N,0
2021-02-24 04:40:56,110,N,2
2021-02-24 11:39:02,110,N,2
2021-02-24 11:40:27,110,N,2
2021-02-24 13:18:36,110,N,0
2021-02-24 15:26:21,110,N,2
2021-02-24 18:43:42,110,N,1
2021-02-24 19:56:54,110,N,1
2021-02-24 21:26:30,110,N,1
2021-02-24 23:05:33,110,N,0
2021-02-25 00:28:24,110,N,0
2021-02-25 01:29:03,110,N,2
2021-02-25 04:04:49,110,N,1
2021-02-25 04:38:18,110,N,0
2021-02-25 11:06:47,110,N,1
2021-02-25 14:22:27,110,N,1
2021-02-25 16:06:30,110,N,2
2021-02-25 16:08:34,110,N,0
2021-02-25 17:34:07,110,N,2
2021-02-25 20:49:59,110,N,2
2021-02-26 00:13:58,110,N,4
2021-02-26 07:36:20,110,N,1
2021-02-26 08:25:13,110,N,0
2021-02-26 10:00:56,110,N,3
2021-02-26 16:01:40,110,N,1
2021-02-26 16:19:06,110,N,3
2021-02-26 18:42:25,110,N,0
2021-02-26 19:00:00,110,N,2
2021-02-26 20:36:03,110,N,1
2021-02-27 00:31:21,110,N,0
2021-02-27 01:17:42,110,N,1
2021-02-27 02:14:37,110,N,0
2021-02-27 02:58:00,110,N,0
2021-02-27 14:25:19,110,N,1
2021-02-27 15:07:08,110,N,1
2021-02-27 18:49:08,110,N,0
2021-02-27 20:34:28,110,N,1
2021-02-27 23:06:53,110,N,1
2021-02-28 00:04:22,110,N,0
2021-02-28 05:29:05,110,N,0
2021-02-28 05:29:40,110,N,0
2021-02-28 05:39:34,110,N,2
2021-02-28 05:42:04,110,N,0
2021-02-28 09:50:05,110,N,2
2021-02-28 14:44:20,110,N,0
2021-02-28 16:57:25,110,N,2
2021-02-28 22:03:17,110,N,2
2021-03-01 00:49:12,110,N,1
2021-03-01 10:25:43,110,N,2
2021-03-01 15:59:06,110,N,0
2021-03-01 16:05:54,110,N,2
2021-03-01 23:28:11,110,N,1
2021-03-02 02:32:00,110,N,0
2021-03-02 06:30:47,110,N,1
2021-03-02 07:57:35,110,N,1
2021-03-02 09:11:55,110,N,0
2021-03-02 09:58:22,110,N,2
2021-03-02 12:34:43,110,N,0
2021-03-02 15:24:52,110,N,1
2021-03-02 15:43:36,110,N,3
2021-03-02 19:57:08,110,N,3
2021-03-02 22:33:08,110,N,1
2021-03-02 22:49:56,110,N,1
2021-03-03 06:24:35,110,N,0
2021-03-03 09:36:46,110,N,0
2021-03-03 16:50:08,110,N,2
2021-03-03 21:29:47,110,N,0
2021-03-04 04:29:58,110,N,2
2021-03-04 06:56:11,110,N,2
2021-03-04 08:26:39,110,N,1
2021-03-04 10:06:21,110,N,1
2021-03-04 12:50:35,110,N,1
2021-03-04 20:17:00,110,N,0
2021-03-04 20:50:26,110,N,3
2021-03-04 22:14:10,110,N,2
2021-03-05 00:32:15,110,N,0
2021-03-05 01:48:10,110,N,2
2021-03-05 01:52:18,110,N,2
2021-03-05 02:21:44,110,N,0
2021-03-05 03:37:22,110,N,0
2021-03-05 04:49:39,110,N,2
2021-03-05 07:28:23,110,N,0
2021-03-05 14:57:25,110,N,0
2021-03-05 16:11:17,110,N,1
2021-03-05 16:59:34,110,N,1
2021-03-05 21:03:10,110,N,1
2021-03-06 00:58:31,110,N,1
2021-03-06 02:45:57,110,N,0
2021-03-06 02:55:12,110,N,3
2021-03-06 03:12:20,110,N,1
2021-03-06 03:32:04,110,N,1
2021-03-06 05:53:11,110,N,1
2021-03-06 09:06:26,110,N,0
2021-03-06 15:57:10,110,N,1
2021-03-06 16:27:06,110,N,2
2021-03-07 02:38:02,110,N,1
2021-03-07 03:38:31,110,N,1
2021-03-07 05:17:40,110,N,1
2021-03-07 05:53:19,110,N,3
2021-03-07 13:56:02,110,N,2
2021-03-07 14:51:37,110,N,2
2021-03-07 17:09:26,110,N,0
2021-03-08 01:55:11,110,N,1
2021-03-08 05:54:12,110,N,1
2021-03-08 08:01:10,110,N,2
2021-03-08 12:03:11,110,N,2
2021-03-08 13:41:20,110,N,0
2021-03-08 22:43:54,110,N,0
2021-03-09 00:40:40,110,N,0
2021-03-09 01:31:06,110,N,0
2021-03-09 03:30:40,110,N,0
2021-03-09 04:08:14,110,N,0
2021-03-09 07:14:09,110,N,1
2021-03-09 10:26:13,110,N,1
2021-03-09 14:00:34,110,N,2
2021-03-09 14:52:44,110,N,0
2021-03-09 14:57:52,110,N,1
2021-03-09 15:05:48,110,N,0
2021-03-09 17:01:03,110,N,3
2021-03-09 18:08:11,110,N,1
2021-03-09 19:13:23,110,N,1
2021-03-09 22:04:58,110,N,1
2021-03-09 23:19:36,110,N,1
2021-03-09 23:34:56,110,N,1
2021-03-10 00:35:26,110,N,1
2021-03-10 02:16:07,110,N,0
2021-03-10 05:51:45,110,N,1
2021-03-10 07:14:27,110,N,0
2021-03-10 07:17:23,110,N,0
2021-03-10 09:22:49,110,N,4
2021-03-10 12:06:14,110,N,0
2021-03-10 14:18:08,110,N,2
2021-03-10 17:19:49,110,N,1
2021-03-10 21:17:06,110,N,1
2021-03-10 22:38:14,110,N,2
2021-03-10 22:44:58,110,N,2
2021-03-11 06:11:51,110,N,0
2021-03-11 06:37:26,110,N,1
2021-03-11 07:23:16,110,N,1
2021-03-11 11:10:03,110,N,0
2021-03-11 15:37:46,110,N,0
2021-03-11 21:46:30,110,N,0
2021-03-11 23:11:51,110,N,1
2021-03-12 00:52:17,110,N,0
2021-03-12 00:59:21,110,N,0
2021-03-12 01:10:30,110,N,0
2021-03-12 01:11:01,110,N,0
2021-03-12 01:54:36,110,N,0
2021-03-12 03:02:50,110,N,1
2021-03-12 04:37:41,110,N,0
2021-03-12 06:41:04,110,N,1
2021-03-12 07:07:12,110,N,0
2021-03-12 12:50:18,110,N,1
2021-03-12 14:33:59,110,N,2
2021-03-12 14:37:30,110,N,0
2021-03-12 15:23:53,110,N,0
2021-03-12 17:45:25,110,N,1
2021-03-12 19:20:14,110,N,3
2021-03-12 20:11:44,110,N,0
2021-03-13 00:22:52,110,N,3
2021-03-13 02:56:27,110,N,1
2021-03-13 11:52:21,110,N,0
2021-03-13 11:53:16,110,N,0
2021-03-13 12:49:11,110,N,1
2021-03-13 21:23:29,110,N,0
2021-03-14 00:26:27,110,N,1
2021-03-14 01:37:51,110,N,1
2021-03-14 07:40:08,110,N,3
2021-03-14 07:43:25,110,N,3
2021-03-14 09:51:10,110,N,1
2021-03-14 12:19:39,110,N,1
2021-03-14 15:14:07,110,N,1
2021-03-14 20:25:58,110,N,0
2021-03-14 23:55:03,110,N,2
2021-03-15 05:39:20,110,N,2
2021-03-15 09:18:44,110,N,0
2021-03-15 11:34:14,110,N,0
2021-03-15 14:06:04,110,N,0
2021-03-15 14:19:46,110,N,1
2021-03-15 14:23:08,110,N,0
2021-03-15 14:52:11,110,N,3
2021-03-15 16:33:26,110,N,2
2021-03-15 17:57:37,110,N,0
2021-03-16 00:01:16,110,N,0
2021-03-16 00:36:47,110,N,0
2021-03-16 01:44:04,110,N,1
2021-03-16 04:21:28,110,N,1
2021-03-16 05:00:29,110,N,0
2021-03-16 05:06:22,110,N,1
2021-03-16 05:50:04,110,N,0
2021-03-16 06:17:03,110,N,0
2021-03-16 08:12:09,110,N,1
2021-03-16 08:33:20,110,N,1
2021-03-16 10:01:50,110,N,0
2021-03-16 10:53:27,110,N,0
2021-03-16 15:08:18,110,N,0
2021-03-16 16:43:54,110,N,0
